areaName,Borough,areaType,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12,2019-01,2019-02,2019-03,2019-04,2019-05,2019-06,2019-07,2019-08,2019-09,2019-10,2019-11,2019-12,2020-01,2020-02,2020-03,2020-04,2020-05,2020-06,2020-07,2020-08,2020-09,2020-10,2020-11,2020-12,2021-01,2021-02,2021-03,2021-04,2021-05,2021-06,2021-07,2021-08,2021-09,2021-10,2021-11,2021-12,2022-01,2022-02,2022-03,2022-04,2022-05,2022-06,2022-07,2022-08,2022-09,2022-10,2022-11,2022-12,2023-01,2023-02,2023-03,2023-04,2023-05,2023-06,2023-07,2023-08,2023-09,2023-10,2023-11,2023-12,2024-01,2024-02,2024-03,2024-04,2024-05,2024-06,2024-07,2024-08,2024-09,2024-10,2024-11,2024-12,2025-01,2025-02,2025-03,2025-04,2025-05,2025-06,2025-07,2025-08,2025-09,2025-10,2025-11,2025-12,2026-01,2026-02,2026-03
Baychester,Bronx,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bayside,Queens,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2175.0,,,,,,,,,,,,,,,,,,,,,,,,,,2550.0,2450.0,2500.0,2300.0,2300.0,2300.0,2275.0,2262.5,2300.0,2300.0,2375.0,2550.0,2550.0,2500.0,2550.0,,,,3000.0,2650.0,2650.0,2650.0,2600.0,2895.0,2800.0,2825.0,2800.0,2800.0,2747.5,2695.0,2695.0,2700.0,2600.0,2575.0,2550.0,2600.0,2575.0,2650.0,3200.0,2995.0,2987.5,2700.0,2700.0,2699.0,2725.0,2600.0,2500.0,2500.0,2725.0,2537.5,2750.0,2750.0,2550.0,2500.0,2500.0,2550.0,2600.0,,,2800.0,2800.0,2650.0,2550.0,2600.0,2600.0,2600.0,,,,,,,2900.0,2699.0,,,2562.5,,,,,2500.0,,,2565.0,2825.0,2697.5,2550.0,,,,2767.5,2850.0,3080.0,2965.0,3500.0,,3500.0,2797.5,3000.0,3000.0,3000.0,3000.0,3175.0,3000.0,3000.0,,,3050.0,3415.0,3500.0,,2900.0,2850.0,,,3250.0,,,3600.0,3600.0,3500.0,3200.0,3200.0,3097.5,3000.0,,,3800.0,3850.0,3600.0,3325.0,3850.0,,4400.0,3800.0,,,,3450.0,3500.0
Bedford Park,Bronx,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bedford-Stuyvesant,Brooklyn,neighborhood,1800.0,1800.0,2025.0,2100.0,2075.0,2050.0,2100.0,1900.0,1900.0,1900.0,2600.0,2950.0,3000.0,1600.0,2047.5,2100.0,2100.0,2050.0,2100.0,1995.0,2000.0,2200.0,2400.0,2300.0,2200.0,2150.0,2000.0,2200.0,2000.0,2200.0,2300.0,2400.0,2250.0,2200.0,2500.0,2500.0,2500.0,2500.0,2600.0,2600.0,2700.0,2600.0,2600.0,2795.0,2800.0,2697.5,2695.0,2650.0,2675.0,2695.0,2700.0,2700.0,2675.0,2750.0,2795.0,2985.0,2900.0,2800.0,2750.0,2750.0,2700.0,2800.0,2800.0,2750.0,2750.0,2750.0,2750.0,2800.0,2850.0,2862.5,2950.0,2850.0,2800.0,2800.0,2800.0,2877.0,2995.0,2999.0,2999.0,2999.0,2995.0,2975.0,2833.0,2800.0,2800.0,2799.0,2800.0,2875.0,2900.0,2950.0,2950.0,2999.0,3000.0,2995.0,2786.0,2749.5,2800.0,2750.0,2850.0,2849.0,2850.0,2995.0,3000.0,2995.0,2998.0,2995.0,2800.0,2800.0,2800.0,2799.0,2845.0,2850.0,2995.0,3000.0,3000.0,3025.0,3200.0,3222.5,3150.0,3000.0,2973.5,3000.0,3000.0,2995.0,2999.0,2907.0,2899.0,2800.0,2750.0,2650.0,2600.0,2500.0,2500.0,2500.0,2550.0,2700.0,2750.0,2800.0,2999.0,3150.0,3300.0,3200.0,3282.0,3245.0,3285.0,3400.0,3400.0,3300.0,3500.0,3699.0,3950.0,3990.0,3800.0,3657.5,3500.0,3450.0,3499.0,3600.0,3550.0,3695.0,3800.0,3800.0,3850.0,3850.0,3999.0,3650.0,3650.0,3680.0,3500.0,3574.0,3750.0,3813.0,3950.0,3999.0,3899.0,3900.0,3850.0,3865.0,3700.0,3725.0,3697.0,3700.0,3900.0,4000.0,4095.0,4250.0,4200.0,4199.0,4055.0,4000.0,4000.0,4000.0,3997.0,3950.0,3900.0
Bellerose,Queens,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Belmont,Bronx,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2400.0,2400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2322.5,,,,,,,,,,,,,,,,,,,3597.5,,,,,,,,,,2400.0,,,,,,,,,,2800.0,2700.0,2550.0,2400.0,2250.0,2200.0,2100.0,2100.0,2200.0,2200.0,2312.5,2300.0,2472.5,2450.0,2500.0,2525.0,2450.0,2400.0,2250.0,,,,,,2850.0,2600.0,2587.5,2400.0,2412.5,,,,2500.0,2850.0,,,2700.0,2650.0,2659.0,2679.5,,,2750.0,,,,,,2850.0,3200.0,3200.0,2750.0,2675.0,,3175.0,,,3250.0,,,3300.0,3431.5,,,,,,,,,,,4000.0,4100.0,4900.0,,,,,,,4580.0,4400.0,4450.0,4400.0,4400.0,4400.0,4400.0,4300.0,3900.0,4000.0,,,,
Bensonhurst,Brooklyn,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2250.0,,,,,,2200.0,2200.0,2200.0,2200.0,2175.0,2125.0,2175.0,2075.0,,2200.0,2400.0,2400.0,2500.0,,2500.0,,2225.0,,2350.0,2400.0,2500.0,,,,,,2350.0,2380.0,2380.0,2400.0,2200.0,2400.0,,2550.0,2525.0,2425.0,2365.0,2400.0,2300.0,2300.0,2300.0,2450.0,2500.0,2700.0,2300.0,2400.0,2400.0,,,,,,,,,,,2375.0,2300.0,,2400.0,,2250.0,2200.0,2250.0,2400.0,2500.0,2400.0,2400.0,2450.0,2400.0,2400.0,2400.0,2400.0,2499.0,2499.0,2400.0,2600.0,2550.0,2525.0,,2600.0,2850.0,2650.0,2549.5,2800.0,2800.0,,,,,,2995.0,,2850.0,2850.0,,,,,,,,3000.0,,3250.0,2900.0,,,,,,,,,,,,3500.0,3600.0,,,,,
Bergen Beach,Brooklyn,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2300.0,2175.0,2000.0,,,,2300.0,,,,,,,,,,,,,,,,,,2300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3100.0,2800.0,2800.0,2775.0,2900.0,,,,3100.0,,2849.5,3100.0,3350.0,,,,,,3300.0,,,2945.0,,,,,,,,,,,,,,,,,,,,,,
Boerum Hill,Brooklyn,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4500.0,4650.0,4288.5,,,5200.0,,,,,5200.0,5500.0,5625.0,5100.0,4800.0,5200.0,4500.0,5200.0,5200.0,4875.0,5955.0,5500.0,5250.0,4950.0,4750.0,4500.0,4775.0,4000.0,3535.5,4650.0,6525.0,,,7250.0,4595.0,4700.0,5300.0,4925.0,4122.5,3700.0,4950.0,,,6850.0,,4700.0,6500.0,5000.0,5047.5,5097.5,4825.0,4850.0,4725.0,4500.0,4500.0,4500.0,4995.0,5400.0,4850.0,4999.0,5947.5,5199.5,4999.0,4616.5,4500.0,4500.0,4500.0,4342.5,4267.5,4500.0,4500.0,4500.0,4900.0,4985.0,5500.0,5300.0,5800.0,4872.5,4725.0,7250.0,7500.0,7875.0,5950.0,5450.0,5650.0,5349.5,5195.0,5550.0,4995.0,5750.0,6950.0,5995.0,4975.0,4500.0,4747.5,4897.5,4797.5,4500.0,4400.0,3940.0,4197.5,4500.0,3997.5,3637.5,3571.0,3947.5,3922.5,3635.5,4200.0,4100.0,4750.0,4750.0,5000.0,,,5995.0,5600.0,,,8225.0,5700.0,5500.0,7500.0,6250.0,6750.0,6700.0,6450.0,6575.0,5999.0,5997.5,6825.0,6950.0,7950.0,6500.0,7000.0,7800.0,5975.0,6400.0,6950.0,8500.0,6750.0,6450.0,6500.0,6625.0,6650.0,5999.0,6400.0,6099.5,5999.0,5995.0,6250.0,7000.0,7775.0,,12000.0,6500.0,6275.0,6250.0,7200.0,8475.0,7800.0,5500.0,6200.0,5850.0,7999.0,7999.0
Borough Park,Brooklyn,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2200.0,,,2250.0,,,,,,,,,,,2550.0,2275.0,2400.0,,,2399.5,,,,,,,,2550.0,2500.0,,,2350.0,2390.0,,2337.5,2450.0,2500.0,2550.0,2500.0,,2395.0,,,,,,,2500.0,2499.5,,2325.0,2537.5,2500.0,2400.0,2349.5,,,,,2575.0,2324.5,2399.0,,,,2600.0,2600.0,2350.0,2350.0,,,,,,2800.0,2500.0,2499.0,,,,,,,,,,,,3296.5,3071.5,,,,,,,,,,,,,,,3000.0,3000.0,,,3397.5,,,,3200.0,,,3100.0,2999.0,,,,
Briarwood,Queens,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2825.0,,,,2512.5,,,,,,,2800.0,,,,,,,,,,,,,,2750.0,,,,,,,,,,,,,,,,,,,,,,,,,2700.0,2695.0,,,,,,,,,,,,,2500.0,,,,,,,,,,,,,,,2600.0,3050.0,3500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brighton Beach,Brooklyn,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2350.0,2350.0,2350.0,3500.0,3550.0,3350.0,3300.0,3250.0,3000.0,2695.0,3275.0,3275.0,3407.5,3140.0,3140.0,,,,,,,,,,,,3260.0,3300.0,3300.0,,,,,,,2697.0,,,,,,,2600.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3199.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bronx,Bronx,borough,2350.0,2200.0,2037.5,2150.0,2200.0,2200.0,1999.0,1999.0,2300.0,2300.0,2200.0,2200.0,2200.0,1995.0,2150.0,2500.0,2500.0,2550.0,2950.0,2900.0,2525.0,2850.0,2925.0,3262.5,3200.0,2950.0,2775.0,2500.0,2500.0,2200.0,2200.0,2282.5,2290.0,2400.0,2400.0,2300.0,2187.5,2000.0,2250.0,2375.0,2537.5,2397.5,2295.0,2300.0,2250.0,2300.0,2495.0,2250.0,2295.0,2300.0,2750.0,2775.0,2762.5,2837.5,2775.0,2400.0,2400.0,2400.0,2200.0,2300.0,2300.0,2100.0,2125.0,2200.0,2175.0,2199.5,2199.5,2199.0,2200.0,2200.0,2179.5,2300.0,2300.0,2300.0,2200.0,2350.0,2300.0,2300.0,2300.0,2400.0,2433.0,2400.0,2400.0,2400.0,2450.0,2495.0,2400.0,2350.0,2400.0,2400.0,2400.0,2400.0,2347.5,2375.0,2372.5,2300.0,2250.0,2439.5,2400.0,2500.0,2500.0,2400.0,2400.0,2425.0,2400.0,2349.0,2300.0,2400.0,2350.0,2400.0,2475.0,2495.0,2400.0,2429.0,2544.0,2500.0,2450.0,2500.0,2500.0,2500.0,2499.5,2500.0,2600.0,2649.5,2650.0,2600.0,2500.0,2495.0,2500.0,2600.0,2600.0,2585.0,2595.0,2600.0,2500.0,2595.0,2550.0,2650.0,2659.0,2700.0,2700.0,2700.0,2650.0,2550.0,2697.0,2650.0,2750.0,2772.5,2850.0,3019.0,3050.0,3016.0,3000.0,2997.0,3000.0,2995.0,2999.0,3072.0,3197.5,3200.0,3150.0,3200.0,3250.0,3200.0,3300.0,3200.0,3227.0,3300.0,3350.0,3335.0,3500.0,3500.0,3500.0,3490.0,3625.0,3625.0,3606.0,3500.0,3500.0,3600.0,3500.0,3500.0,3666.0,3600.0,3570.0,3650.0,3750.0,3780.0,3800.0,3600.0,3620.0,3600.0,3599.0,3600.0,3700.0
Bronxwood,Bronx,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2350.0,2349.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brooklyn,Brooklyn,borough,2975.0,3000.0,3000.0,3033.0,3300.0,3400.0,3500.0,3350.0,3500.0,3500.0,3000.0,2985.0,2962.5,2800.0,2900.0,2800.0,3000.0,3047.5,3000.0,3100.0,3400.0,3175.0,2900.0,2900.0,2800.0,3000.0,3200.0,3220.0,3300.0,3400.0,3400.0,3500.0,3600.0,3600.0,3500.0,3600.0,3400.0,3400.0,3400.0,3400.0,3400.0,3500.0,3500.0,3500.0,3500.0,3397.0,3231.0,3200.0,3195.0,3113.5,3025.0,3199.0,3200.0,3300.0,3250.0,3300.0,3200.0,3200.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3100.0,3200.0,3228.5,3200.0,3100.0,3100.0,3025.0,3029.0,3000.0,3100.0,3150.0,3200.0,3200.0,3200.0,3200.0,3187.0,3100.0,3000.0,3000.0,2997.0,2995.0,2975.0,2999.0,3000.0,3000.0,3075.0,3200.0,3165.0,3000.0,2970.5,2900.0,2900.0,2900.0,2950.0,3000.0,3035.0,3185.0,3195.0,3100.0,3025.0,3000.0,2950.0,2825.0,2899.0,2900.0,2900.0,3000.0,3099.0,3100.0,3199.0,3200.0,3250.0,3295.0,3200.0,3100.0,3000.0,3100.0,3150.0,3299.0,3258.0,3200.0,3130.0,3000.0,2961.0,2858.5,2825.0,2800.0,2795.0,2750.0,2800.0,2850.0,2850.0,2936.0,3091.0,3180.0,3195.0,3100.0,3200.0,3200.0,3300.0,3400.0,3400.0,3495.0,3600.0,3800.0,4000.0,4000.0,3945.0,3800.0,3650.0,3600.0,3699.0,3699.0,3695.0,3849.5,4000.0,4000.0,4200.0,4200.0,4100.0,3995.0,3824.5,3800.0,3778.0,3750.0,3850.0,4000.0,4150.0,4200.0,4250.0,4250.0,4250.0,4200.0,4000.0,4000.0,4000.0,3998.0,4000.0,4250.0,4500.0,4500.0,4495.0,4500.0,4500.0,4492.5,4295.0,4100.0,4100.0,4199.0,4250.0
Brooklyn Heights,Brooklyn,neighborhood,,,6250.0,,,6250.0,6500.0,7900.0,8200.0,7200.0,,,,,7950.0,7400.0,7600.0,7600.0,7400.0,6750.0,,6900.0,,,,,10000.0,10500.0,6650.0,6400.0,7500.0,6500.0,6500.0,6990.0,6500.0,,7000.0,7500.0,,,6500.0,8447.5,5500.0,6850.0,7050.0,6322.5,7175.0,6850.0,7500.0,6500.0,6850.0,4800.0,4800.0,5000.0,5690.0,5700.0,5700.0,5700.0,5800.0,5525.0,5900.0,5800.0,5800.0,6160.0,6900.0,7650.0,6287.5,7570.0,7685.0,7685.0,7650.0,6400.0,5900.0,6350.0,5900.0,5900.0,5000.0,5100.0,6100.0,6000.0,6550.0,6857.0,6532.5,7950.0,8000.0,8000.0,8200.0,8500.0,8500.0,8197.5,7500.0,8077.0,7400.0,7500.0,7393.0,7350.0,7595.0,6595.0,9175.0,12000.0,10175.0,9675.0,8500.0,8375.0,7350.0,7250.0,7462.5,9162.0,8956.0,8750.0,9950.0,10015.0,10151.5,9999.0,9033.5,10000.0,7903.0,9100.0,8567.0,10000.0,9975.0,8997.5,8000.0,8495.0,7900.0,7789.0,7789.0,8250.0,7500.0,8450.0,8895.0,8895.0,9800.0,10000.0,9000.0,7900.0,9497.5,9250.0,9368.0,9500.0,7500.0,9950.0,12650.0,12850.0,8921.5,9000.0,11250.0,9497.5,11000.0,11997.5,10447.5,9647.5,9997.5,8600.0,9480.0,9850.0,10455.0,11000.0,10841.0,10841.0,13042.5,12833.0,12997.5,12671.0,12100.0,12500.0,12500.0,12250.0,13864.5,13729.0,13025.0,13000.0,13750.0,10100.0,10050.0,10500.0,10050.0,11497.5,14335.0,14335.0,11500.0,12500.0,15150.0,17247.5,14200.0,14995.0,14997.5,14997.5,14495.0,13995.0,14250.0,11420.0,10997.5,12000.0,15000.0
Brookville,Queens,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brownsville,Brooklyn,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1900.0,1900.0,,1972.5,1995.0,,2000.0,2000.0,,2225.0,2000.0,2050.0,2100.0,1900.0,1900.0,1947.5,,2150.0,2200.0,2199.0,2190.0,2100.0,2099.0,,2200.0,2200.0,2150.0,,,,,2187.0,2095.0,2197.5,2300.0,2250.0,2200.0,2299.0,2274.5,2240.0,2300.0,2300.0,2399.0,2399.0,2400.0,2495.0,2300.0,2400.0,2400.0,2300.0,2250.0,2475.0,,,2350.0,,,,2500.0,2699.0,2700.0,2291.5,2395.0,2341.0,2200.0,,2487.5,2400.0,2375.0,2400.0,2299.0,2272.0,2300.0,2295.0,2300.0,2300.0,2450.0,2400.0,2500.0,2699.0,2725.0,2805.0,2850.0,2850.0,2750.0,2675.0,2500.0,2800.0,2995.0,2999.0,2999.0,2995.0,2999.0,2975.0,3100.0,3000.0,2995.0,2925.0,2874.5,3125.0,3175.0,3500.0,3197.5,3432.0,3000.0,2775.0,2800.0,3175.0,3250.0,3464.0,3457.0,3599.0,3525.0,3600.0,3500.0,3500.0,3350.0,3500.0,3200.0,3200.0,3125.0,3250.0,3125.0,3600.0,3350.0,3250.0,3150.0
Bushwick,Brooklyn,neighborhood,,,,,,,,,,,,,,,2250.0,2300.0,1995.0,,2100.0,2525.0,,,,,1800.0,1925.0,2495.0,2497.0,2775.0,2750.0,2700.0,2500.0,2500.0,2499.5,2500.0,2499.0,2500.0,2350.0,2625.0,2699.0,2700.0,2700.0,2825.0,2750.0,2700.0,2700.0,2800.0,2799.0,2700.0,2700.0,2800.0,2800.0,2962.5,2995.0,2995.0,3000.0,3000.0,2850.0,2795.0,2850.0,2900.0,2812.0,2850.0,2895.0,2899.0,2900.0,3000.0,3000.0,3095.0,3050.0,3000.0,3000.0,2995.0,2990.0,3000.0,2980.0,2995.0,2995.0,2995.0,3000.0,3000.0,2999.0,2995.0,2939.5,2899.0,2900.0,2970.0,2997.0,3000.0,3000.0,3000.0,3000.0,2995.0,2850.0,2820.0,2795.0,2799.0,2750.0,2837.0,2900.0,2995.0,3000.0,2995.0,2900.0,2895.0,2800.0,2791.0,2704.0,2777.0,2800.0,2850.0,2950.0,2999.0,3000.0,3150.0,3200.0,3162.0,3250.0,3250.0,3195.0,3000.0,3050.0,3000.0,3080.0,3000.0,2950.0,2849.0,2750.0,2700.0,2635.0,2650.0,2600.0,2590.0,2600.0,2625.0,2650.0,2728.0,2763.0,2999.0,3000.0,3000.0,3000.0,3099.0,3200.0,3350.0,3400.0,3500.0,3599.0,3699.0,3799.0,3995.0,3950.0,3800.0,3650.0,3500.0,3400.0,3599.0,3600.0,3599.0,3600.0,3800.0,3800.0,3899.0,3900.0,3800.0,3700.0,3599.0,3550.0,3600.0,3600.0,3600.0,3800.0,3850.0,3900.0,4000.0,3950.0,3950.0,3800.0,3700.0,3699.0,3795.0,3850.0,3900.0,4000.0,4147.0,4000.0,4000.0,4250.0,4200.0,4150.0,3999.0,3999.0,4000.0,4000.0,4099.0
Cambria Heights,Queens,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canarsie,Brooklyn,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1900.0,,,1825.0,,,1850.0,1875.0,1850.0,1900.0,2000.0,2050.0,,,,,,2075.0,,,,,,,,,,2250.0,2400.0,2212.5,2212.5,2200.0,2200.0,2200.0,2225.0,2275.0,2312.5,2300.0,2325.0,2300.0,2275.0,2275.0,2287.5,2300.0,2399.0,2325.0,2350.0,2300.0,2300.0,2300.0,2350.0,2325.0,2325.0,,2400.0,2300.0,2300.0,2375.0,2375.0,2300.0,2300.0,2300.0,2349.5,,,,,2474.5,2474.5,2474.5,2499.0,2499.0,2400.0,2400.0,2599.5,,,2600.0,2699.5,,,,2500.0,2600.0,2600.0,2500.0,2400.0,2550.0,2500.0,2700.0,2799.5,3000.0,3000.0,2600.0,2550.0,2700.0,2875.0,2995.0,,3000.0,2850.0,2850.0,2850.0,2979.5,3000.0,3150.0,3200.0,3000.0,,3200.0,3250.0,3300.0,3000.0,3000.0,2800.0,3200.0,3200.0,3200.0,3100.0,3000.0,3300.0,3150.0,,3464.0,3500.0,3500.0,3464.0,3482.0,,3350.0,,3400.0,3437.5,,,3500.0
Carroll Gardens,Brooklyn,neighborhood,3895.0,3500.0,,,,,,,,,,,,,,,6650.0,5500.0,5600.0,5400.0,5400.0,,,,4500.0,4450.0,5500.0,5500.0,5080.5,4625.0,4250.0,4250.0,4100.0,4325.0,4300.0,,,,,,6000.0,6000.0,5800.0,5975.0,6000.0,,,5625.0,4600.0,4500.0,5150.0,6250.0,6300.0,5400.0,4950.0,5000.0,5000.0,4800.0,4700.0,5400.0,5000.0,4700.0,4547.5,4995.0,4300.0,4499.0,4575.0,4500.0,5250.0,5250.0,5200.0,5097.5,4600.0,5200.0,5100.0,5500.0,5400.0,5275.0,5100.0,5200.0,4800.0,5200.0,4650.0,4603.0,4800.0,5200.0,5200.0,4900.0,5100.0,5200.0,5347.5,5000.0,4800.0,4425.0,4700.0,4725.0,4700.0,4700.0,4649.0,4750.0,4695.0,4700.0,4750.0,4200.0,4125.0,3895.0,4600.0,4695.0,4600.0,4500.0,4574.5,6650.0,5560.0,5560.0,5342.5,5495.0,5400.0,5112.5,4699.5,4600.0,5995.0,5999.0,5999.0,5595.0,5400.0,5000.0,4675.0,4200.0,4150.0,4049.0,4250.0,4250.0,4222.5,3925.0,3875.0,4245.0,3200.0,4475.0,5000.0,5100.0,4900.0,5575.0,4950.0,5000.0,4750.0,4900.0,5500.0,5350.0,5725.0,6500.0,7700.0,8250.0,7700.0,7000.0,7700.0,7900.0,8400.0,8100.0,7500.0,8000.0,7500.0,7100.0,6900.0,6925.0,6104.0,5500.0,6352.0,7750.0,9275.0,10900.0,8862.5,8100.0,8000.0,7400.0,6690.0,5795.0,5700.0,5550.0,6597.5,5500.0,5700.0,5988.0,6147.5,8400.0,8100.0,7350.0,6575.0,6737.5,8250.0,8500.0,6750.0,6722.5,8882.5,8500.0,8400.0
Castle Hill,Bronx,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2375.0,2375.0,2362.5,2262.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
