areaName,Borough,areaType,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12,2019-01,2019-02,2019-03,2019-04,2019-05,2019-06,2019-07,2019-08,2019-09,2019-10,2019-11,2019-12,2020-01,2020-02,2020-03,2020-04,2020-05,2020-06,2020-07,2020-08,2020-09,2020-10,2020-11,2020-12,2021-01,2021-02,2021-03,2021-04,2021-05,2021-06,2021-07,2021-08,2021-09,2021-10,2021-11,2021-12,2022-01,2022-02,2022-03,2022-04,2022-05,2022-06,2022-07,2022-08,2022-09,2022-10,2022-11,2022-12,2023-01,2023-02,2023-03,2023-04,2023-05,2023-06,2023-07,2023-08,2023-09,2023-10,2023-11,2023-12,2024-01,2024-02,2024-03,2024-04,2024-05,2024-06,2024-07,2024-08,2024-09,2024-10,2024-11,2024-12,2025-01,2025-02,2025-03,2025-04,2025-05,2025-06,2025-07,2025-08,2025-09,2025-10,2025-11,2025-12,2026-01,2026-02,2026-03
Bushwick,Brooklyn,neighborhood,,,,1645.0,1575.0,,,,,,,1597.5,1695.0,1695.0,1695.0,1695.0,1695.0,1500.0,1600.0,1500.0,1500.0,,1600.0,1750.0,1600.0,1699.0,1700.0,1674.5,1750.0,1750.0,2000.0,1750.0,1775.0,1750.0,1750.0,1750.0,1900.0,1947.5,2000.0,2200.0,2100.0,2100.0,2100.0,2100.0,2185.0,2200.0,2075.0,2100.0,2072.5,2100.0,2100.0,2185.0,2199.5,2190.0,2200.0,2250.0,2200.0,2200.0,2200.0,2100.0,2149.0,2200.0,2200.0,2250.0,2375.0,2400.0,2300.0,2375.0,2349.0,2295.0,2299.0,2200.0,2300.0,2400.0,2300.0,2300.0,2350.0,2400.0,2399.0,2397.0,2350.0,2300.0,2300.0,2300.0,2280.0,2300.0,2299.0,2300.0,2350.0,2350.0,2350.0,2350.0,2350.0,2349.0,2300.0,2300.0,2291.0,2295.0,2295.0,2350.0,2400.0,2400.0,2490.0,2475.0,2425.0,2400.0,2397.0,2350.0,2399.0,2457.5,2446.0,2499.0,2499.0,2500.0,2500.0,2590.0,2650.0,2699.0,2595.0,2600.0,2702.0,2650.0,2600.0,2495.0,2491.0,2400.0,2400.0,2350.0,2299.0,2200.0,2200.0,2250.0,2200.0,2250.0,2250.0,2299.0,2395.0,2400.0,2400.0,2556.0,2699.0,2650.0,2600.0,2600.0,2700.0,2825.0,2900.0,2900.0,3000.0,3100.0,3200.0,3200.0,3200.0,3200.0,3000.0,3000.0,3000.0,3000.0,3100.0,3200.0,3300.0,3300.0,3299.0,3300.0,3200.0,3150.0,3000.0,2995.0,3050.0,3200.0,3300.0,3400.0,3400.0,3450.0,3350.0,3300.0,3300.0,3250.0,3200.0,3200.0,3250.0,3296.5,3250.0,3400.0,3500.0,3500.0,3500.0,3500.0,3499.0,3499.0,3460.0,3400.0,3425.0,3399.0,3350.0
Cambria Heights,Queens,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canarsie,Brooklyn,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1750.0,,,,,,,,,,,1812.5,1800.0,1800.0,,,1800.0,1700.0,,,1800.0,,,,1800.0,1800.0,,,,1800.0,1825.0,1875.0,,,1900.0,,1900.0,1900.0,1900.0,1900.0,1900.0,1994.5,1945.0,2000.0,1900.0,2000.0,1957.5,1925.0,,,2050.0,2049.5,2087.5,,,,,2000.0,,2000.0,,,2000.0,2000.0,,2125.0,1900.0,,,2095.0,2095.0,2095.0,2095.0,2100.0,2200.0,2200.0,2195.0,2100.0,2200.0,2200.0,2050.0,2300.0,2300.0,2300.0,2375.0,2337.5,2300.0,2300.0,2400.0,2400.0,2350.0,2500.0,2399.0,2400.0,2400.0,2450.0,2400.0,2400.0,2475.0,2500.0,2450.0,2650.0,2700.0,2747.5,,,,2775.0,2750.0,2800.0,2725.0,2700.0,2700.0,2650.0,2800.0,2700.0,2675.0,,2730.0,,2600.0,,,2700.0,2700.0,2700.0
Carroll Gardens,Brooklyn,neighborhood,2287.5,2275.0,2287.5,2300.0,2300.0,2375.0,2500.0,2450.0,2600.0,,2300.0,,2900.0,2900.0,,2500.0,3125.0,2350.0,2325.0,2400.0,3300.0,3325.0,3400.0,3350.0,3500.0,2800.0,3000.0,3400.0,3575.0,3600.0,3600.0,4150.0,3725.0,3700.0,3900.0,4150.0,3900.0,3800.0,3800.0,3675.0,3300.0,3200.0,3250.0,3350.0,3000.0,3200.0,3900.0,3700.0,2900.0,2900.0,3000.0,3225.0,3675.0,3250.0,3125.0,3000.0,3500.0,3600.0,3500.0,3250.0,3250.0,2995.0,3250.0,3225.0,3200.0,3400.0,3400.0,3675.0,3625.0,3400.0,3400.0,3397.5,3495.0,3250.0,3300.0,3250.0,3375.0,3250.0,3500.0,3200.0,3048.0,3100.0,3000.0,3100.0,3250.0,3200.0,3200.0,3200.0,3100.0,3300.0,3400.0,3400.0,2987.5,3275.0,3200.0,3200.0,3112.5,3295.0,3272.5,3300.0,3497.5,3300.0,3250.0,3500.0,3400.0,3399.0,3500.0,3450.0,3425.0,3475.0,3400.0,3812.5,3900.0,3900.0,3800.0,3975.0,3948.5,3901.0,3950.0,3837.5,4000.0,4095.0,3950.0,3950.0,3800.0,3600.0,3594.0,3500.0,3300.0,3300.0,3000.0,2950.0,2900.0,2900.0,2925.0,2800.0,2800.0,3662.5,3425.0,3837.5,3900.0,4000.0,4000.0,4200.0,4300.0,3598.5,4250.0,4300.0,4441.0,4500.0,4450.0,4500.0,4500.0,4500.0,4372.5,4612.5,4500.0,4850.0,4900.0,5425.0,5297.5,4700.0,4925.0,4850.0,4992.5,4992.5,4550.0,4575.0,4700.0,4995.0,5000.0,5000.0,4973.0,5000.0,5000.0,5000.0,4950.0,4950.0,4700.0,4500.0,4950.0,5499.0,4790.0,5000.0,5150.0,5500.0,5500.0,5390.0,5150.0,4950.0,5000.0,5380.0,5380.0,5699.0,5500.0
Castle Hill,Bronx,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1750.0,,,,,,,,,,,,,,,,,,,,,1775.0,1775.0,,,1795.0,,,1900.0,,,,,,1900.0,1900.0,1900.0,,,,,,,,1750.0,1750.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2050.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Central Harlem,Manhattan,neighborhood,2100.0,2100.0,2000.0,2000.0,2000.0,2000.0,1997.5,1975.0,1995.0,2000.0,2000.0,1900.0,1947.5,2000.0,2300.0,2297.5,2372.5,2400.0,2500.0,2500.0,2400.0,2300.0,2400.0,2400.0,2300.0,2437.5,2400.0,2425.0,2595.0,2495.0,2400.0,2500.0,2500.0,2400.0,2400.0,2300.0,2400.0,2400.0,2400.0,2350.0,2300.0,2399.0,2500.0,2595.0,2695.0,2650.0,2699.0,2455.0,2422.5,2500.0,2472.5,2500.0,2400.0,2350.0,2400.0,2500.0,2500.0,2600.0,2500.0,2500.0,2595.0,2600.0,2500.0,2400.0,2400.0,2500.0,2500.0,2500.0,2500.0,2500.0,2500.0,2543.5,2500.0,2500.0,2550.0,2537.5,2500.0,2500.0,2558.0,2600.0,2600.0,2620.5,2570.5,2550.0,2550.0,2500.0,2500.0,2550.0,2500.0,2500.0,2611.0,2700.0,2658.0,2550.0,2596.5,2597.5,2650.0,2672.5,2625.0,2750.0,2749.0,2797.0,2750.0,2845.0,2782.5,2600.0,2600.0,2597.5,2687.5,2750.0,2800.0,2850.0,2850.0,2825.0,2792.5,2850.0,2795.0,2795.0,2795.0,2795.0,2800.0,2825.0,2800.0,2795.0,2800.0,2750.0,2750.0,2695.0,2595.0,2550.0,2567.0,2595.0,2536.0,2558.5,2591.0,2550.0,2595.0,2712.5,2695.0,2647.5,2550.0,2500.0,2541.0,2600.0,2750.0,2799.0,2795.0,2900.0,2950.0,3297.5,3349.0,3250.0,3250.0,3100.0,3250.0,3279.5,3200.0,3180.0,3150.0,3295.0,3395.0,3273.0,3200.0,3249.5,3200.0,3100.0,3200.0,3200.0,3200.0,3250.0,3315.0,3440.0,3435.0,3400.0,3300.0,3395.0,3250.0,3250.0,3250.0,3195.0,3450.0,3495.0,3499.0,3499.0,3500.0,3750.0,3700.0,3695.0,3747.5,3750.0,3797.5,3750.0,3975.0,3652.5,3596.0
Central Park South,Manhattan,neighborhood,11500.0,10000.0,10000.0,11000.0,11000.0,11000.0,12000.0,11000.0,12500.0,11250.0,12500.0,11500.0,11500.0,12000.0,12000.0,12000.0,12500.0,12500.0,12250.0,10500.0,12500.0,,10500.0,10750.0,10000.0,10250.0,10000.0,10875.0,11000.0,10750.0,10250.0,10250.0,8825.0,8900.0,9500.0,8900.0,10350.0,10000.0,10000.0,10000.0,10425.0,10175.0,10750.0,11550.0,11250.0,10425.0,11725.0,11995.0,11450.0,10500.0,11997.5,14000.0,14250.0,14000.0,12750.0,12950.0,12950.0,12750.0,12500.0,12500.0,12500.0,11225.0,11225.0,10500.0,11500.0,12900.0,12250.0,12250.0,11500.0,11500.0,10500.0,10500.0,10500.0,10500.0,11250.0,12300.0,9750.0,9500.0,9750.0,9500.0,9250.0,9000.0,9500.0,9500.0,9500.0,9500.0,9500.0,9500.0,9500.0,9475.0,9450.0,9900.0,10240.0,9900.0,9980.0,9650.0,9650.0,9500.0,9500.0,9500.0,9500.0,9100.0,9600.0,10000.0,10077.0,9975.0,10700.0,11900.0,10077.0,10154.0,10154.0,9647.5,9231.0,8900.0,10154.0,11150.0,11800.0,11995.0,11000.0,10500.0,11500.0,11997.5,11650.0,11747.5,11500.0,11500.0,9711.5,9936.5,9500.0,10500.0,10375.0,10500.0,10250.0,10500.0,10500.0,10700.0,10500.0,10500.0,10500.0,10500.0,9962.5,10150.0,11200.0,12995.0,,11000.0,10375.0,10800.0,13247.5,14000.0,13950.0,15000.0,16000.0,13900.0,12800.0,12250.0,12250.0,12000.0,12250.0,13747.5,12500.0,12500.0,12500.0,12500.0,13000.0,12950.0,12000.0,12000.0,11750.0,11500.0,12500.0,12240.0,13000.0,15750.0,14000.0,14000.0,13750.0,13000.0,12500.0,13000.0,12500.0,13500.0,13500.0,15400.0,14000.0,16800.0,14625.0,13287.0,12450.0,14000.0,14997.5,14500.0,14000.0,14000.0,14000.0
Central Queens,Queens,submarket,2000.0,1800.0,1950.0,2000.0,1550.0,1550.0,1550.0,1550.0,1575.0,1550.0,1550.0,1550.0,1550.0,1550.0,1875.0,2050.0,2050.0,2050.0,2022.5,1987.5,2322.5,2397.5,2225.0,2200.0,2100.0,2530.0,2530.0,2530.0,1900.0,2000.0,2100.0,2187.5,2050.0,2292.0,2125.0,2250.0,2050.0,2150.0,2150.0,2162.5,2292.0,2343.5,2271.0,2050.0,2000.0,2095.0,2000.0,2000.0,2000.0,2000.0,2025.0,2100.0,2100.0,2100.0,2150.0,2200.0,2185.0,2100.0,2200.0,2200.0,2100.0,2150.0,2100.0,2150.0,2200.0,2195.0,2150.0,2150.0,2150.0,2150.0,2185.0,2175.0,2150.0,2200.0,2150.0,2153.0,2200.0,2200.0,2250.0,2250.0,2250.0,2200.0,2200.0,2200.0,2200.0,2250.0,2247.5,2200.0,2200.0,2200.0,2250.0,2300.0,2250.0,2200.0,2200.0,2200.0,2200.0,2150.0,2195.0,2155.0,2200.0,2275.0,2300.0,2300.0,2250.0,2245.0,2200.0,2200.0,2200.0,2200.0,2249.5,2300.0,2300.0,2350.0,2400.0,2400.0,2350.0,2325.0,2300.0,2300.0,2300.0,2359.0,2397.0,2350.0,2350.0,2350.0,2350.0,2299.0,2250.0,2200.0,2200.0,2200.0,2200.0,2225.0,2200.0,2215.0,2222.0,2292.0,2300.0,2400.0,2400.0,2400.0,2400.0,2400.0,2400.0,2400.0,2400.0,2500.0,2500.0,2550.0,2650.0,2695.0,2700.0,2650.0,2600.0,2699.0,2700.0,2700.0,2700.0,2700.0,2799.0,2894.0,2881.0,2862.5,2925.0,2900.0,2850.0,2900.0,2850.0,2900.0,2994.0,2995.0,3000.0,2999.0,3050.0,3000.0,3000.0,2950.0,2900.0,2950.0,2999.0,2950.0,2945.0,3000.0,3100.0,3199.0,3250.0,3200.0,3195.0,3199.0,3125.0,3200.0,3100.0,3100.0,3100.0
Chelsea,Manhattan,neighborhood,4900.0,5500.0,5500.0,5495.0,5472.5,5497.5,4722.5,5207.5,5500.0,5862.5,5700.0,5500.0,5700.0,6000.0,5500.0,5662.5,5500.0,5875.0,5800.0,5500.0,6247.5,6500.0,5950.0,5925.0,5895.0,6395.0,6350.0,6000.0,5977.0,6000.0,5995.0,6160.0,6200.0,6061.5,6705.0,6000.0,5600.0,5312.5,5695.0,5845.0,6000.0,5799.5,5500.0,5300.0,5500.0,5595.0,5495.0,5622.5,5500.0,5712.5,5997.5,5900.0,5877.5,6400.0,6000.0,6000.0,5950.0,5730.0,6020.0,6200.0,6350.0,6370.0,6560.0,6450.0,6300.0,6100.0,6197.5,6450.0,6300.0,6379.0,6297.5,6362.5,6290.0,6226.5,6500.0,6505.0,6495.0,6335.0,6222.0,6160.0,5995.0,5995.0,5880.0,5900.0,5777.5,5700.0,5805.0,5842.5,5550.0,5680.5,5694.5,5625.0,5799.5,5746.0,5925.0,5622.5,5566.0,5942.5,5827.0,5650.0,6195.0,5800.0,5595.0,5500.0,6000.0,5950.0,5975.0,6155.0,6200.0,6056.0,5974.5,6025.0,5895.0,6000.0,5995.0,6000.0,5900.0,5807.0,5900.0,6177.0,5995.0,6184.0,6132.5,5950.0,5546.0,5072.0,4994.0,4977.5,5000.0,5050.0,5116.0,5103.5,5175.0,4997.5,5250.0,5042.5,5000.0,6175.0,5853.5,7000.0,6832.0,6995.0,6950.0,7012.5,7090.0,6995.0,6973.0,7125.0,7135.5,7250.0,7785.0,7100.0,7500.0,7500.0,7495.0,7495.0,7493.0,7658.5,7497.5,7500.0,7722.5,7500.0,7200.0,7295.0,7464.0,7395.0,7295.0,6999.0,7172.0,7495.0,7894.0,7500.0,6999.5,7595.0,7295.0,7995.0,7900.0,8195.0,7975.0,7841.5,7995.0,8171.5,7500.0,7349.5,7495.0,7500.0,7750.0,7447.5,8000.0,8360.0,8295.0,8412.0,8500.0,8432.0,7950.0
Chinatown,Manhattan,neighborhood,,,,,2250.0,2200.0,2250.0,,3500.0,2300.0,2350.0,2750.0,2750.0,2500.0,2700.0,,,,3600.0,2650.0,3025.0,2450.0,2400.0,,,,2950.0,3100.0,2425.0,2450.0,2700.0,3400.0,,,2325.0,2355.0,2750.0,2475.0,2600.0,2637.5,3599.5,2897.5,2450.0,,,3395.0,2850.0,2800.0,2800.0,2675.0,2500.0,2500.0,2950.0,3575.0,3400.0,3000.0,3500.0,3500.0,3550.0,3550.0,2897.5,3550.0,3600.0,3600.0,3425.0,2850.0,2800.0,2850.0,2700.0,2700.0,2750.0,3275.0,3600.0,2725.0,3095.0,3300.0,3487.5,3250.0,3100.0,3100.0,2800.0,2950.0,3100.0,3197.5,3449.0,3550.0,3299.0,3200.0,3499.5,3000.0,3000.0,3000.0,2950.0,2750.0,2800.0,2772.5,2700.0,2800.0,2804.0,2804.0,3000.0,2975.0,3000.0,2959.0,2900.0,2772.5,2800.0,2800.0,2800.0,3000.0,2800.0,2850.0,3000.0,3100.0,3062.5,3000.0,3000.0,3162.5,3071.0,3225.0,3346.0,3275.0,3399.0,3347.5,3300.0,3000.0,3000.0,2800.0,2700.0,2561.5,2699.0,2650.0,2650.0,2650.0,2600.0,2600.0,2600.0,2900.0,3100.0,3200.0,3395.0,3500.0,3245.0,2800.0,2725.0,2722.5,3300.0,3300.0,3500.0,3800.0,3995.0,3972.5,3847.5,3297.5,3150.0,2900.0,3000.0,3100.0,3195.0,3295.0,3500.0,3350.0,3500.0,3495.0,3647.5,3800.0,3900.0,4000.0,3195.0,3195.0,3250.0,3795.0,3800.0,3595.0,3600.0,3950.0,3800.0,3650.0,3600.0,3300.0,3500.0,,3500.0,3800.0,3747.5,4195.0,3995.0,3974.5,3995.0,4100.0,4547.5,,4200.0,,4195.0
City Island,Bronx,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Civic Center,Manhattan,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clearview,Queens,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clinton Hill,Brooklyn,neighborhood,2240.0,2240.0,2125.0,2125.0,2350.0,2150.0,2000.0,2150.0,2500.0,2500.0,2350.0,2300.0,2439.0,2414.5,2495.0,2425.0,2571.0,2535.5,2500.0,2525.0,2500.0,2675.0,2600.0,2650.0,2775.0,2787.5,3000.0,3000.0,2800.0,2825.0,2900.0,3250.0,3300.0,3225.0,3447.0,3400.0,2750.0,2875.0,2650.0,2790.0,2850.0,3100.0,2772.5,2795.0,2750.0,2950.0,2875.0,2800.0,2795.0,2725.0,2700.0,2825.0,2850.0,2800.0,2900.0,2975.0,2850.0,2750.0,2662.5,2797.5,2700.0,2759.5,2785.0,2800.0,2785.0,2800.0,2800.0,2995.0,2880.0,2800.0,2795.0,2800.0,2800.0,2800.0,2800.0,2800.0,2800.0,2770.0,2750.0,2700.0,2795.0,2800.0,2800.0,2745.0,2750.0,2745.0,2662.5,2600.0,2650.0,2700.0,2844.0,2699.5,2950.0,2995.0,2935.5,2970.0,3000.0,3100.0,2970.0,2975.0,3000.0,3000.0,2995.0,3100.0,3133.5,3115.5,3115.0,2975.0,2995.0,3250.0,3250.0,3231.0,3350.0,3360.0,3325.0,3250.0,3200.0,3200.0,3209.5,3240.0,3200.0,3200.0,3199.5,3200.0,3200.0,3350.0,3200.0,3045.5,2800.0,2995.0,2875.0,2862.5,2900.0,2900.0,2775.0,2950.0,2775.0,2800.0,3200.0,3750.0,4000.0,3800.0,3875.0,3875.0,3600.0,4028.0,3804.5,3800.0,4244.0,4200.0,4300.0,4800.0,4661.0,4723.5,4600.0,4600.0,4897.5,5000.0,5389.5,5200.0,4500.0,4355.5,4725.0,4600.0,4525.0,4652.0,4562.5,4750.0,4900.0,4972.5,4525.0,4500.0,4500.0,4500.0,4500.0,4377.0,4550.0,4750.0,4700.0,4450.0,4400.0,4500.0,4900.0,4750.0,4395.0,5000.0,5200.0,5100.0,5001.5,4975.0,4800.0,4500.0,4715.0,5000.0,5000.0
Co-op City,Bronx,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cobble Hill,Brooklyn,neighborhood,,,,3245.0,3350.0,,2700.0,2600.0,,3425.0,3125.0,,,,,2962.5,3125.0,2975.0,3000.0,3200.0,,3512.5,3200.0,4000.0,4000.0,3700.0,3700.0,2925.0,3000.0,3500.0,3597.5,3890.0,3515.0,3965.0,4150.0,3665.0,3890.0,4200.0,4200.0,3250.0,3400.0,4480.0,4200.0,4000.0,3500.0,4125.0,4125.0,3300.0,3300.0,3550.0,3960.0,3920.0,3500.0,3920.0,3500.0,3350.0,3500.0,3600.0,3225.0,3450.0,3400.0,3400.0,3495.0,3525.0,3600.0,3600.0,3600.0,3600.0,3600.0,3700.0,3450.0,3600.0,3700.0,3500.0,3500.0,3500.0,3800.0,3575.0,3500.0,3540.0,3500.0,3500.0,3200.0,3050.0,3450.0,3325.0,3250.0,3400.0,3500.0,3300.0,3500.0,3599.5,3795.0,3795.0,3700.0,4014.0,3650.0,3500.0,3325.0,3265.0,3230.0,3325.0,3950.0,3847.5,3775.0,3350.0,3424.5,3295.0,3500.0,3350.0,3895.0,3600.0,3525.0,3725.0,4095.0,4095.0,4000.0,3650.0,3200.0,3450.0,3700.0,3900.0,4100.0,4175.0,3660.0,3362.5,3500.0,3437.0,3150.0,3295.0,3158.0,3400.0,3500.0,3050.0,3300.0,3250.0,3350.0,3750.0,4250.0,4450.0,3800.0,3800.0,3850.0,4499.0,,4799.5,4900.0,4875.0,5655.0,5600.0,5125.0,5250.0,4900.0,5449.0,4550.0,4850.0,4995.0,5815.0,5240.0,5195.0,4900.0,5000.0,4800.0,5150.0,5500.0,4700.0,4500.0,4500.0,5000.0,5500.0,4975.0,4987.5,4850.0,5500.0,5450.0,5250.0,5112.5,4650.0,4750.0,5000.0,4650.0,5000.0,5750.0,5500.0,5400.0,6995.0,6055.0,5500.0,5825.0,6200.0,6450.0,5762.5,,6000.0,5500.0
College Point,Queens,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2300.0,,,,,,,,,,,,,,,,,,,,,,,,,2400.0,,,,,,,,,,,,,
Columbia St Waterfront District,Brooklyn,neighborhood,,,,,,,,,,,,,,2200.0,2200.0,2200.0,2200.0,,,,,,,,,2600.0,,,,2600.0,2600.0,2550.0,,,,,,,,3000.0,,,2700.0,3350.0,2600.0,2500.0,2775.0,2500.0,2825.0,2725.0,2800.0,2800.0,2850.0,2800.0,3075.0,2900.0,,,2900.0,3150.0,3149.5,2800.0,3125.0,3000.0,3000.0,2850.0,2875.0,2800.0,2950.0,2950.0,2950.0,3000.0,2950.0,2950.0,3000.0,3000.0,3500.0,3049.5,3100.0,2950.0,2950.0,2950.0,3000.0,3199.0,2964.0,3050.0,3125.0,3150.0,3049.5,2987.0,3000.0,3000.0,2875.0,2887.0,2800.0,2790.0,2750.0,2750.0,,2725.0,3150.0,3200.0,3300.0,3000.0,2999.0,2900.0,2799.0,2700.0,2850.0,2850.0,3325.0,3900.0,3350.0,2937.0,3000.0,3650.0,3100.0,3750.0,3675.0,,,,,,2800.0,3000.0,3100.0,3000.0,3000.0,2850.0,2750.0,2725.0,2650.0,2850.0,2800.0,2700.0,2650.0,2900.0,,,,,,,,,,4250.0,3600.0,,,,,3947.5,,,,,,,,4400.0,4400.0,3995.0,,3750.0,,,4550.0,4200.0,4200.0,4300.0,4200.0,3900.0,4100.0,3949.5,3900.0,3999.0,,,,,,,3999.0,3999.0,3750.0,3500.0,,,,3774.5,3899.5,4000.0,
Concourse,Bronx,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1595.0,1550.0,1695.0,1595.0,1672.5,,,,,,1600.0,1647.5,1647.5,1650.0,1666.5,1600.0,1675.0,1675.0,1700.0,1775.0,1697.5,1695.0,1697.5,1700.0,1700.0,1700.0,1775.0,1725.0,1700.0,1775.0,1650.0,1675.0,1999.0,1800.0,1700.0,1750.0,1750.0,1750.0,1949.0,1924.5,2000.0,1799.0,,1950.0,1850.0,1995.0,2000.0,,1950.0,1975.0,1950.0,1825.0,1950.0,1950.0,1895.0,1875.0,1900.0,1899.0,1895.0,1850.0,1888.0,1900.0,1999.5,2049.5,1950.0,2050.0,1950.0,2038.5,2050.0,,,1975.0,1975.0,2025.0,2050.0,1995.0,1925.0,1925.0,1975.0,1975.0,1975.0,1984.5,2000.0,2050.0,2195.0,2195.0,2050.0,2172.5,2195.0,2250.0,2295.0,2295.0,2295.0,2150.0,,2197.5,2225.0,2199.0,2300.0,2295.0,2295.0,2225.0,2295.0,2295.0,2295.0,2297.5,2297.5,2300.0,,2375.0,2400.0,2585.0,2495.0,,2450.0,2575.0,2550.0,,2678.0,2579.5,2580.0,2913.5,2885.0,2918.0,2725.0,2472.5,2450.0,2876.5,2550.0,2901.5,2850.0,2958.5,2958.5,2800.0,2800.0,2800.0,2825.0,2375.0,3100.0,,2145.0
Coney Island,Brooklyn,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2125.0,,,,,,2175.0,2050.0,,2072.5,,,,2085.0,,,,,,,,,,2325.0,2100.0,,2100.0,2025.0,2025.0,2195.0,2065.5,2000.0,2065.5,2100.0,1999.5,2321.0,2475.0,2325.0,2375.0,2075.0,2150.0,2400.0,2275.0,2300.0,2400.0,2399.0,2200.0,2300.0,2300.0,2325.0,2500.0,2500.0,2400.0,2325.0,2399.0,2250.0,2400.0,2150.0,2274.5,2250.0,2374.5,2350.0,2450.0,,,2400.0,2325.0,2300.0,2300.0,2300.0,2350.0,2395.0,2750.0,,,,,2275.0,,,,,,,,2475.0,2800.0,3555.0,2800.0,3050.0,2387.5,2850.0,2387.5,2975.0,2695.0,3029.0,3053.0,2982.0,2974.0,2932.5,2938.5,3106.0,3124.0,3065.5,3073.5,3124.0,2921.5,3124.0,2996.0,2794.0,2831.0,2925.0,2925.0,2886.0,,,,,,,3350.0,3646.0,3850.0,3350.0,3350.0,2800.0,1900.0,,3000.0,3650.0,4200.0,,4267.5,,4320.5,4001.0,4045.0,4045.0,4100.0,4100.0,3750.0,3677.5,3874.5,3350.0,3596.0,3825.0,3922.5,4024.5,4050.0,4099.0,3999.0,3999.0,3999.0,3999.5,3999.0,3999.0,3999.0,4100.0,4103.0,4075.0,4088.5,4022.5
